title,origin,year,decision,criterio,motivo,decision_final,resolucion
A methodology for assessing the risk resistance of regions with account of the risk complexity of companies (a case study of mining operations) | Методология оценивания рискоустойчивости регионов с учетом рискоемкости компаний (на примере горнодобывающих),Scopus only,2026,EXCLUDE,E4,"Propone una metodología de riesgo corporativo/regional para empresas mineras, sin relación con el comportamiento de inversionistas individuales.",EXCLUDE,
Upstream Dynamics: Navigating the Economics of Petroleum Exploration and Production,Scopus only,2026,EXCLUDE,E4,"Es un texto de economía y gestión de riesgo corporativo del sector petrolero upstream, sin ángulo conductual de inversionistas individuales.",EXCLUDE,
An AI-Enhanced Enterprise Project Management Framework for Predictive Analytics and Intelligent Decision Support,Scopus only,2026,EXCLUDE,E4,"Propone un marco de gestión de portafolios de proyectos empresariales con IA; es gestión corporativa de riesgo, no comportamiento del inversionista individual.",EXCLUDE,
A Hierarchical Business Model for Translating Digital Twins: A Case Study for Health Care Applications From Research to Market,Scopus only,2026,EXCLUDE,E6,"Trata sobre modelos de negocio de gemelos digitales en salud; falso positivo por la mención genérica a inversores, sin relación con riesgo conductual de inversión.",EXCLUDE,
Change-Point Detection in Financial Time Series Using the PELT Algorithm: Simulation Optimization and Empirical Analysis,Scopus only,2025,EXCLUDE,E6,Es un estudio metodológico de detección de puntos de cambio en series de tiempo financieras; el sentimiento del inversionista solo se menciona tangencialmente.,EXCLUDE,
Financial risk profiling of millennials,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Aporta un perfilamiento explícito del riesgo financiero (capacidad, actitud y propensión al riesgo) de inversionistas millennials individuales.",INCLUDE,
How Does Loss Aversion Mediate the Relationship Between Personality Traits and Efficiency of Skills in Investment Decision-Making?,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Examina la aversión a la pérdida como mediadora entre rasgos de personalidad y la toma de decisiones de inversionistas individuales.,INCLUDE,
The impact of behavioral biases on financial satisfaction: the mediating role of investment decisions,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Analiza exceso de confianza, contabilidad mental, aversión a la pérdida y autocontrol en las decisiones de inversión de inversionistas activos.",INCLUDE,
A portfolio-focused behavioral model linking financial literacy and risk tolerance: Evidence from mutual fund investors in Türkiye,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Modela la relación entre alfabetización financiera y tolerancia al riesgo en inversionistas individuales de fondos mutuos.,INCLUDE,
The Influence of Investor Sentiment on the South African Property Market: A Comparative Assessment of JSE Indices,Scopus + WoS,2025,UNCERTAIN,AMBIGUO,"Usa un índice agregado de sentimiento del mercado, no un perfilamiento de inversionistas individuales, y el activo son índices inmobiliarios listados, lo que hace dudoso el ajuste con I1/I2.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Sustainable investing through a gendered lens: the role of locus of control and risk perception,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Examina locus de control y percepción de riesgo como determinantes del comportamiento de inversión sostenible en mujeres inversionistas individuales.,INCLUDE,
Unveiling the attitudinal factors: an integration of TPB and SCT in understanding investor intention towards equity investments,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Analiza la autoeficacia financiera y actitudes de inversionistas individuales en su intención de inversión en acciones.,INCLUDE,
To label or not? A choice experiment testing whether labelled green bonds matter to retail investors,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Examina cómo la tolerancia al riesgo individual y rasgos personales influyen en la decisión de inversión minorista en bonos verdes.,EXCLUDE,"Validacion por muestreo (2026-08-16): segunda pasada IA independiente (ciega) decidio 'UNCERTAIN' (discrepancia con la clasificacion original 'INCLUDE'). Motivo de la segunda pasada: Población de inversionistas minoristas (I1) y menciona tolerancia al riesgo individual como rasgo predictor, pero el foco principal es el efecto del etiquetado ambiental/framing sobre bonos verdes, no el perfilamiento conductual de riesgo (I3 marginal). Resuelto EXCLUDE aplicando la misma regla de precaucion del autor (ante desacuerdo/duda entre revisores, excluir)."
Artificial intelligence in behavioral finance: a global review of cognitive bias modeling in investor decision-making,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Revisión global sobre modelado de sesgos conductuales del inversionista (exceso de confianza, manada, aversión a la pérdida) mediante IA.",INCLUDE,
Mutual fund investment in Nepal and its dual analysis of economic impact and investor behavior,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Incluye tolerancia al riesgo y alfabetización financiera como determinantes de la decisión de inversión de inversionistas individuales en fondos mutuos.,INCLUDE,
Investor negativity derived from news shapes firm distress dynamics under bounded rationality,Scopus + WoS,2025,UNCERTAIN,AMBIGUO,"Aplica teoría de las perspectivas y aversión a la pérdida al sentimiento agregado de noticias sobre firmas en dificultades, mezclando comportamiento del inversionista con riesgo corporativo/firma sin distinguir claramente la decisión de inversión individual.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Behavioural Reinforcement Learning (Beyond Rationality: RL under Investor Bias),Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Integra explícitamente aversión a la pérdida, descuento inconsistente y anclaje como sesgos conductuales del inversionista dentro de un marco de aprendizaje por refuerzo.",EXCLUDE,"Validacion por muestreo (2026-08-16): segunda pasada IA independiente (ciega) decidio 'UNCERTAIN' (discrepancia con la clasificacion original 'INCLUDE'). Motivo de la segunda pasada: Integra sesgos conductuales (aversión a la pérdida, anclaje) en modelos de aprendizaje por refuerzo, pero el aporte central es un framework algorítmico de IA aplicable a 'dominios de comportamiento' en general, no un estudio sustantivo sobre el perfil conductual de inversionistas (I1/I3 discutibles). Resuelto EXCLUDE aplicando la misma regla de precaucion del autor (ante desacuerdo/duda entre revisores, excluir)."
Learn to Rank Risky Investors: A Case Study of Predicting Retail Traders’ Behaviour and Profitability,Scopus only,2025,EXCLUDE,E4,"El enfoque es la gestión de riesgo institucional por parte de los market makers para identificar traders riesgosos, no el perfil de riesgo conductual propio del inversionista.",EXCLUDE,
How good are LLMs in risk profiling?,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Compara la clasificación del perfil de riesgo de clientes/inversionistas individuales realizada por LLMs frente a expertos bancarios.,INCLUDE,
New behaviorally-based cross-sectional reversal portfolios in the cryptocurrency market and market uncertainty,Scopus only,2025,EXCLUDE,E6,"Es una estrategia cuantitativa de reversión de precios en criptomonedas; el 'punto de anclaje' es una referencia estadística de precio, no evidencia sobre sesgo conductual del inversionista.",EXCLUDE,
Psychological and technological factors shaping cryptocurrency investment: The moderating role of personality traits,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Examina rasgos de personalidad y percepción de seguridad como factores conductuales de la intención de inversión individual en criptomonedas.,EXCLUDE,"Validacion por muestreo (2026-08-16): segunda pasada IA independiente (ciega) decidio 'UNCERTAIN' (discrepancia con la clasificacion original 'INCLUDE'). Motivo de la segunda pasada: Aunque trata inversión en criptoactivos por inversionistas individuales, el enfoque principal son factores de aceptación tecnológica (UTAUT) y rasgos de personalidad, no un constructo de riesgo conductual explícito del listado (I2), por lo que es discutible si califica. Resuelto EXCLUDE aplicando la misma regla de precaucion del autor (ante desacuerdo/duda entre revisores, excluir)."
Anticipated psychological spreads: Cryptocurrencies’ hidden short-term monitors and implications for price forecasting,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Formaliza la aversión a la pérdida y el anclaje psicológico de precios como mecanismo central del comportamiento de inversionistas chartistas en criptoactivos.,INCLUDE,
Big Five Personality Traits and Financial Risk Tolerance among Retail Investors: A Systematic Literature Review,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Revisión sistemática sobre la relación entre rasgos de personalidad y tolerancia al riesgo financiero de inversionistas minoristas.,INCLUDE,
Reinventing renting? ESG investing and the new landlordism of build-to-rent housing financialization,Scopus + WoS,2025,EXCLUDE,E4,"El perfilamiento de riesgo descrito aplica a arrendatarios evaluados por un proveedor institucional respaldado por fondos de pensiones, no al riesgo conductual del inversionista individual.",EXCLUDE,
"The Role of Fear of Missing out (FOMO), Loss Aversion, and Herd Behavior in Gold Investment Decisions: A Study in the Vietnamese Market",Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Examina FOMO, aversión a la pérdida y comportamiento de manada en las decisiones de inversión en oro de inversionistas individuales.",INCLUDE,
"Generational Insights into Herding Behavior: The Moderating Role of Investment Experience in Shaping Decisions Among Generations X, Y, and Z",Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Analiza el comportamiento de manada y la experiencia de inversión de inversionistas minoristas de distintas generaciones.,INCLUDE,
Risk Perception as a Predictor of Heuristic Biases: The Role of Sex and Age,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Examina la percepción de riesgo como predictor de sesgos heurísticos (anclaje, representatividad, disponibilidad) en inversionistas individuales.",INCLUDE,
Behavioural factors in risk perception and financial decision making,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4","Investiga manada, efecto disposición, exceso de confianza, aversión a la pérdida y contabilidad mental en la percepción de riesgo de inversionistas individuales.",INCLUDE,
Investor Emotions and Cognitive Biases in a Bearish Market Simulation: A Qualitative Study,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Estudio cualitativo sobre emociones y sesgos conductuales (aversión a la pérdida, anclaje, exceso de confianza) en decisiones de inversión bajo un mercado bajista simulado.",INCLUDE,
Happiness and stock market participation,Scopus + WoS,2025,INCLUDE,"I1,I2,I3,I4",Analiza la percepción de riesgo como mecanismo que media la participación de los hogares en el mercado accionario.,INCLUDE,
The Psychological and Behavioural Determinants of Mutual Fund Investment Decisions in Bengaluru: A Mixed-Method Approach,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Examina exceso de confianza, manada y sesgos cognitivos en las decisiones de inversión en fondos mutuos de inversionistas individuales.",INCLUDE,
Optimizing Communication Design for Robo-Advisors: The Effects of Investor Types and Information Strategies on Trust and Engagement during Financial Losses,Scopus only,2025,INCLUDE,"I1,I2,I3,I4",Clasifica inversionistas por perfil de riesgo (agresivo vs. conservador) y examina su respuesta conductual ante pérdidas financieras con robo-advisors.,INCLUDE,
Psychological Factors and Investment Decision Making,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Identifica tolerancia al riesgo, exceso de confianza, manada, anclaje, aversión a la pérdida y contabilidad mental como factores psicológicos de la decisión de inversión individual.",INCLUDE,
Leveraging Generative AI to Address Behavioral Biases in the Investment Decisions of Gen Z and Millennials,Scopus only,2025,INCLUDE,"I1,I2,I3,I4","Analiza manada, aversión a la pérdida y exceso de confianza en las decisiones de inversión de inversionistas jóvenes individuales.",INCLUDE,
